id,product,msrp,dept,description,thumb,vendor
361,Wood Glue,497.74,7,"Wood Glue is a strong, waterproof adhesive specifically formulated for bonding wood surfaces. It dries quickly and forms a long-lasting, durable bond that resists heat, moisture, and shrinking. It can be used to repair furniture, cabinets, trim, molding, and more. It is easy to use and clean up is a breeze.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,8c94be6d-5c89-4bd6-bc74-f513326bc696
362,Wood Putty,212.7,7,"Wood Putty is a lightweight, easy-to-use filler for repairing small holes, cracks and other imperfections in wood surfaces. It is ideal for use on furniture, cabinets, moulding, doors and more. It is easy to apply, dries quickly and can be stained, painted or varnished to match the existing wood. Wood Putty is great for filling in small gaps and creating a uniform, professional finish.",http://dummyimage.com/250x250.png/ff4444/ffffff,a1c1d3a4-bbf8-40d1-ae81-5d0a1e95ccb1
363,Drywall Anchors,924.82,7,"Drywall anchors are fasteners that are used to secure items to drywall. They provide an easy and reliable way to hang items such as shelves, pictures, and mirrors without the need for screws or nails. Drywall anchors are available in a variety of sizes, materials, and styles to suit any application. They are easy to install and provide a secure hold for your items.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,660e5be3-1eb5-40d4-bb3a-d5aceb0169d0
364,Nail Polish,923.88,18,"Nail Polish is a product used to add color and shine to fingernails and toenails. It is available in a wide range of colors and finishes, from matte to glittery, and is commonly used to complete a look or make a fashion statement. Nail polish is typically applied with a brush and is long-lasting, making it a popular choice for both home and professional manicures and pedicures.",http://dummyimage.com/250x250.png/ff4444/ffffff,5ee822bb-e5c9-4025-90e3-03da75069795
365,Nail Polish Remover,58.12,18,"Nail Polish Remover is a product used to remove old or unwanted nail polish from fingernails and toenails. It is formulated with acetone and other ingredients that are designed to quickly and safely dissolve nail polish without damaging the nails or cuticles. It can be used on natural nails, acrylic nails, and gel nails.",http://dummyimage.com/250x250.png/cc0000/ffffff,40728e54-2f5b-4d94-b425-ae4069e9f87e
366,Cotton Balls,597.53,18,"Cotton Balls are soft, fluffy, and perfect for a variety of uses, from applying lotions and creams to removing makeup. These 100% cotton balls are gentle on the skin and absorbent, making them ideal for countless beauty, health and household uses.",http://dummyimage.com/250x250.png/dddddd/000000,efe9cb28-52d2-4d3a-9cac-64be6c198379
367,Shampoo,591.56,18,"This shampoo is a gentle, moisturizing formula designed to nourish and protect the hair and scalp. It's enriched with natural ingredients such as aloe vera, coconut and jojoba oils, and vitamins A, C and E to provide nourishment and hydration. The mild cleansing agents help keep the hair and scalp clean and healthy. The light lather rinses off easily and leaves hair feeling soft, smooth and manageable.",http://dummyimage.com/250x250.png/cc0000/ffffff,304ed7f9-da38-4e8e-a344-d3128f03757f
368,Conditioner,112.83,18,"This conditioner is specially formulated to deeply moisturize, nourish, and strengthen hair. It has a rich blend of natural ingredients, including argan oil, aloe vera, and jojoba oil, that work to restore hair's natural shine and luster. It also helps to detangle and smooth out rough and unruly hair, leaving it hydrated and manageable. Perfect for all hair types, this leave-in conditioner will leave your hair feeling soft, smooth, and healthy.",http://dummyimage.com/250x250.png/ff4444/ffffff,660e5be3-1eb5-40d4-bb3a-d5aceb0169d0
369,Loufa,367.22,18,"The Loufa is a stylish and multi-functional organizer that fits perfectly onto your desk. It has five compartments to store your stationery and desk accessories, helping you stay organized and productive. The Loufa is made from sturdy and eco-friendly bamboo, and its design is modern and sleek. It is the perfect way to keep your workspace neat and tidy.",http://dummyimage.com/250x250.png/cc0000/ffffff,34095b1b-54d8-4dfd-a2d2-69c541f12a02
370,Body Wash,569.18,18,"This body wash is a luxurious and gentle way to cleanse and nourish your skin. It contains natural ingredients such as aloe vera, chamomile, and lavender that help to soothe, moisturize, and refresh your skin. With a light, refreshing scent and creamy lather, this body wash is perfect for everyday use.",http://dummyimage.com/250x250.png/ff4444/ffffff,9a3c4ccd-bb32-4da4-a30d-63cabd287e15
371,Bath Bomb,949.8,18,"Relax and unwind with our luxurious Bath Bomb. This fizzy, fragrant bath bomb is made with natural ingredients to soothe your skin and calm your senses. Infused with essential oils, it will help to relax your body and mind while providing a soothing, spa-like experience. Enjoy a luxurious, bubbly soak that will leave you feeling refreshed and rejuvenated.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,efe9cb28-52d2-4d3a-9cac-64be6c198379
372,Shower Bomb,941.3,18,"Shower Bomb is a luxurious and invigorating shower experience. It is a fizzy, citrus-scented tablet that is placed in the bottom of the shower to release a delightful aroma as the water cascades over it. Its essential oil and mineral-rich ingredients help to cleanse, purify, and relax body and mind. It is the perfect way to start or end your day.",http://dummyimage.com/250x250.png/ff4444/ffffff,1567c824-ad9f-4ec5-8a4c-06b46a1600b2
373,Shower Cap,596.64,18,"Keep your hair dry and comfortable with this stylish shower cap! This shower cap is made from waterproof material, and is designed to keep your hair and face dry while you shower. The elastic band ensures a snug fit, and the attractive design adds a touch of style to your bathroom. Enjoy a comfortable and dry showering experience with this shower cap.",http://dummyimage.com/250x250.png/ff4444/ffffff,1609973d-4460-4d54-91d7-d643f5da5e21
374,Shaving Cream,590.38,18,"Shaving Cream is a thick, creamy lather that softens and lubricates the skin for a close shave. Formulated with natural ingredients like aloe vera and glycerin, this shaving cream helps protect against razor burn and irritation while providing a smooth glide for a comfortable shave. It also helps to lift the beard from the skin, allowing for a cleaner and closer shave. With its pleasant scent, Shaving Cream leaves skin feeling soft, smooth and refreshed.",http://dummyimage.com/250x250.png/cc0000/ffffff,60949481-739b-4ff4-992e-af360c977755
375,Sewing Machine,38.42,26,"This Sewing Machine is a lightweight, portable, and easy-to-use device that allows you to stitch, hem, and mend fabric with precision and ease. It is perfect for crafting projects, alterations, and repairs. This machine features a flip-top cover that allows for quick and easy threading, and has multiple adjustable features to help you achieve the perfect stitch. It also has an automatic needle threader and reverse stitch capabilities for added convenience. With its powerful motor, this sewing machine will help you create beautiful and professional-looking projects in no time.",http://dummyimage.com/250x250.png/cc0000/ffffff,ad96aa78-086d-417a-a8cb-e64a0f4470aa
376,Sewing Needles,388.24,26,"Sewing needles are an essential tool for any seamstress or tailor. They come in a variety of sizes and styles to accommodate various types of fabrics and projects. These needles are designed to penetrate fabric easily and provide a secure, consistent stitch. They are also highly durable and are capable of lasting through multiple projects.",http://dummyimage.com/250x250.png/cc0000/ffffff,a1c1d3a4-bbf8-40d1-ae81-5d0a1e95ccb1
377,Crochet Needles,440.48,26,"Crochet needles are the perfect tool for creating all kinds of crocheted items. They come in a variety of sizes and shapes, making them perfect for any project. They are also easy to use, making them ideal for beginners and experts alike. With crochet needles, you can easily make a variety of items, from blankets and hats to scarves and amigurumi.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,cc095fc2-c2e6-42bb-9f33-00b97679d7cf
378,Yarn,866.97,26,"Yarn is a versatile material used for knitting, crocheting, weaving, macrame, and other crafts. It is made from many different fibers, including wool, cotton, acrylic, and others. Yarn is available in a wide variety of colors, textures, weights, and sizes, making it a great choice for any project. It is also a great way to add texture and color to any project.",http://dummyimage.com/250x250.png/dddddd/000000,8c94be6d-5c89-4bd6-bc74-f513326bc696
379,Pencils,273.38,23,"These pencils are made from high-quality materials, providing a smooth and consistent writing experience. The lead is strong and durable, and the erasers are tear-resistant for easy corrections. The hexagonal shape of these pencils offers a comfortable grip, making them ideal for any writing task.",http://dummyimage.com/250x250.png/ff4444/ffffff,1567c824-ad9f-4ec5-8a4c-06b46a1600b2
380,Pencil Sharpener,940.08,23,"This Pencil Sharpener is a convenient and easy-to-use tool that quickly and efficiently sharpens pencils. Its stainless steel blades are durable and precise, providing a sharp point for writing and drawing. The pencil sharpener has a unique design that allows for easy, one-handed operation and a large capacity shavings tray. It is great for school, office, or home use.",http://dummyimage.com/250x250.png/dddddd/000000,1567c824-ad9f-4ec5-8a4c-06b46a1600b2
